Site Group,Topography Codes,Label,Topography,Morphology,Description
BASE OF TONGUE,C019,NEOPLASM,800,8005/3,"Malignant tumor, clear cell type"
BASE OF TONGUE,C019,"CARCINOMA, NOS",801,8010/2,"Carcinoma in situ, NOS"
BASE OF TONGUE,C019,"CARCINOMA, NOS",801,8010/3,"Carcinoma, NOS"
BASE OF TONGUE,C019,"CARCINOMA, NOS",801,8011/3,"Epithelioma, malignant"
BASE OF TONGUE,C019,"CARCINOMA, NOS",801,8012/3,"Large cell carcinoma, NOS"
BASE OF TONGUE,C019,"CARCINOMA, NOS",801,8013/3,Large cell neuroendocrine carcinoma
BASE OF TONGUE,C019,"CARCINOMA, NOS",801,8014/3,Large cell carcinoma with rhabdoid phenotype
BASE OF TONGUE,C019,"CARCINOMA, NOS",801,8015/3,Glassy cell carcinoma
BASE OF TONGUE,C019,"CARCINOMA, UNDIFF., NOS",802,8020/3,"Carcinoma, undifferentiated type, NOS"
BASE OF TONGUE,C019,"CARCINOMA, UNDIFF., NOS",802,8021/3,"Carcinoma, anaplastic type, NOS"
BASE OF TONGUE,C019,"CARCINOMA, UNDIFF., NOS",802,8022/3,Pleomorphic carcinoma
BASE OF TONGUE,C019,GIANT & SPINDLE CELL CARCINOMA,803,8030/3,Giant cell and spindle cell carcinoma
BASE OF TONGUE,C019,GIANT & SPINDLE CELL CARCINOMA,803,8031/3,Giant cell carcinoma
BASE OF TONGUE,C019,GIANT & SPINDLE CELL CARCINOMA,803,8032/3,Spindle cell carcinoma
BASE OF TONGUE,C019,GIANT & SPINDLE CELL CARCINOMA,803,8033/3,Pseudosarcomatous carcinoma
BASE OF TONGUE,C019,GIANT & SPINDLE CELL CARCINOMA,803,8034/3,Polygonal cell carcinoma
BASE OF TONGUE,C019,GIANT & SPINDLE CELL CARCINOMA,803,8035/3,Carcinoma with osteoclast-like giant cells
BASE OF TONGUE,C019,"PAPILLARY CARCINOMA, NOS",805,8050/2,Papillary carcinoma in situ
BASE OF TONGUE,C019,"PAPILLARY CARCINOMA, NOS",805,8050/3,"Papillary carcinoma, NOS"
BASE OF TONGUE,C019,"PAPILLARY CARCINOMA, NOS",805,8051/3,"Verrucous carcinoma, NOS"
BASE OF TONGUE,C019,"PAPILLARY CARCINOMA, NOS",805,8052/2,"Papillary squamous cell carcinoma, non-invasive"
BASE OF TONGUE,C019,"PAPILLARY CARCINOMA, NOS",805,8052/3,Papillary squamous cell carcinoma
BASE OF TONGUE,C019,"SQUAMOUS CELL CARCINOMA, NOS",807,8070/2,"Squamous cell carcinoma in situ, NOS"
BASE OF TONGUE,C019,"SQUAMOUS CELL CARCINOMA, NOS",807,8070/3,"Squamous cell carcinoma, NOS"
BASE OF TONGUE,C019,"SQUAMOUS CELL CARCINOMA, NOS",807,8071/3,"Sq. cell carcinoma, keratinizing, NOS"
BASE OF TONGUE,C019,"SQUAMOUS CELL CARCINOMA, NOS",807,8072/3,"Sq. cell carcinoma, lg. cell, non-ker."
BASE OF TONGUE,C019,"SQUAMOUS CELL CARCINOMA, NOS",807,8073/3,"Sq. cell carcinoma, sm. cell, non-ker."
BASE OF TONGUE,C019,"SQUAMOUS CELL CARCINOMA, NOS",807,8074/3,"Sq. cell carcinoma, spindle cell"
BASE OF TONGUE,C019,"SQUAMOUS CELL CARCINOMA, NOS",807,8075/3,"Squamous cell carcinoma, adenoid"
BASE OF TONGUE,C019,"SQUAMOUS CELL CARCINOMA, NOS",807,8076/2,Sq. cell carc. in situ with question. stromal invas.
BASE OF TONGUE,C019,"SQUAMOUS CELL CARCINOMA, NOS",807,8076/3,"Sq. cell carcinoma, micro-invasive"
BASE OF TONGUE,C019,"SQUAMOUS CELL CARCINOMA, NOS",807,8078/3,Squamous cell carcinoma with horn formation
BASE OF TONGUE,C019,LYMPHOEPITHELIAL CARCINOMA,808,8081/2,Bowen disease
BASE OF TONGUE,C019,LYMPHOEPITHELIAL CARCINOMA,808,8082/3,Lymphoepithelial carcinoma
BASE OF TONGUE,C019,LYMPHOEPITHELIAL CARCINOMA,808,8083/3,Basaloid squamous cell carcinoma
BASE OF TONGUE,C019,LYMPHOEPITHELIAL CARCINOMA,808,8084/3,"Squamous cell carcinoma, clear cell type"
BASE OF TONGUE,C019,"ADENOCARCINOMA, NOS",814,8140/2,Adenocarcinoma in situ
BASE OF TONGUE,C019,"ADENOCARCINOMA, NOS",814,8140/3,"Adenocarcinoma, NOS"
BASE OF TONGUE,C019,"ADENOCARCINOMA, NOS",814,8141/3,Scirrhous adenocarcinoma
BASE OF TONGUE,C019,"ADENOCARCINOMA, NOS",814,8143/3,Superficial spreading adenocarcinoma
BASE OF TONGUE,C019,"ADENOCARCINOMA, NOS",814,8147/3,Basal cell adenocarcinoma
BASE OF TONGUE,C019,ADENOID CYSTIC & CRIBRIFORM CA.,820,8200/3,Adenoid cystic carcinoma
BASE OF TONGUE,C019,ADENOID CYSTIC & CRIBRIFORM CA.,820,8201/2,Cribriform carcinoma in situ
BASE OF TONGUE,C019,ADENOID CYSTIC & CRIBRIFORM CA.,820,8201/3,Cribriform carcinoma
BASE OF TONGUE,C019,BRONCHIOLO-ALVEOLAR ADENOCA.,825,8255/3,Adenocarcinoma with mixed subtypes
BASE OF TONGUE,C019,MUCOEPIDERMOID CARCINOMA,843,8430/3,Mucoepidermoid carcinoma
BASE OF TONGUE,C019,MUCINOUS ADENOCARCINOMA,848,8480/3,Mucinous adenocarcinoma
BASE OF TONGUE,C019,MUCINOUS ADENOCARCINOMA,848,8481/3,Mucin-producing adenocarcinoma
BASE OF TONGUE,C019,ADENOSQUAMOUS CARCINOMA,856,8560/3,Adenosquamous carcinoma
BASE OF TONGUE,C019,ADENOSQUAMOUS CARCINOMA,856,8562/3,Epithelial-myoepithelial carcinoma
BASE OF TONGUE,C019,ADENOCA. WITH METAPLASIA,857,8570/3,Adenocarcinoma with squamous metaplasia
BASE OF TONGUE,C019,ADENOCA. WITH METAPLASIA,857,8571/3,Adenocarcinoma w cartilag. & oss. metaplas.
BASE OF TONGUE,C019,ADENOCA. WITH METAPLASIA,857,8572/3,Adenocarcinoma with spindle cell mataplasia
BASE OF TONGUE,C019,ADENOCA. WITH METAPLASIA,857,8573/3,Adenocarcinoma with apocrine metaplasia
BASE OF TONGUE,C019,ADENOCA. WITH METAPLASIA,857,8574/3,Adenocarcinoma with neuroendocrine differen.
BASE OF TONGUE,C019,ADENOCA. WITH METAPLASIA,857,8575/3,"Metaplastic carcinoma, NOS"
BASE OF TONGUE,C019,NEVI & MELANOMAS,872,8720/2,Melanoma in situ
BASE OF TONGUE,C019,NEVI & MELANOMAS,872,8720/3,"Malignant melanoma, NOS"
BASE OF TONGUE,C019,NEVI & MELANOMAS,872,8721/3,Nodular melanoma
BASE OF TONGUE,C019,NEVI & MELANOMAS,872,8722/3,Balloon cell melanoma
BASE OF TONGUE,C019,NEVI & MELANOMAS,872,8723/3,"Malignant melanoma, regressing"
BASE OF TONGUE,C019,"SARCOMA, NOS",882,8825/3,Myofibroblastic sarcoma
BASE OF TONGUE,C019,"RHABDOMYOSARCOMA, NOS",890,8900/3,"Rhabdomyosarcoma, NOS"
BASE OF TONGUE,C019,"RHABDOMYOSARCOMA, NOS",890,8901/3,"Pleomorphic rhabdomyosarcoma, adult type"
BASE OF TONGUE,C019,"RHABDOMYOSARCOMA, NOS",890,8902/3,Mixed type rhabdomyosarcoma
BASE OF TONGUE,C019,EMBRYONAL RHABDOMYOSARCOMA,891,8910/3,Embryonal rhabdomyosarcoma
BASE OF TONGUE,C019,EMBRYONAL RHABDOMYOSARCOMA,891,8912/3,Spindle cell rhabdomyosarcoma
BASE OF TONGUE,C019,"MIXED TUMOR, MALIGNANT, NOS",894,8940/3,"Mixed tumor, malignant, NOS"
BASE OF TONGUE,C019,"MIXED TUMOR, MALIGNANT, NOS",894,8941/3,Carcinoma in pleomorphic adenoma
BASE OF TONGUE,C019,KAPOSI SARCOMA,914,9140/3,Kaposi sarcoma
BASE OF TONGUE,C019,"MALIGNANT LYMPHOMA, NOS",959,9590/3,"Malignant lymphoma, NOS"
BASE OF TONGUE,C019,"MALIGNANT LYMPHOMA, NOS",959,9591/3,"Malignant lymphoma, non-Hodgkin"
BASE OF TONGUE,C019,"MALIGNANT LYMPHOMA, NOS",959,9596/3,Composite Hodgkin and non-Hodgkin lymphoma
BASE OF TONGUE,C019,HODGKIN LYMPHOMA,965,9650/3,"Hodgkin lymphoma, NOS"
BASE OF TONGUE,C019,HODGKIN LYMPHOMA,965,9651/3,"Hodgkin lymphoma, lymphocyte-rich"
BASE OF TONGUE,C019,HODGKIN LYMPHOMA,965,9652/3,"Hodgkin lymphoma, mixed cellularity, NOS"
BASE OF TONGUE,C019,HODGKIN LYMPHOMA,965,9653/3,"Hodgkin lymphoma, lymphocytic deplet., NOS"
BASE OF TONGUE,C019,HODGKIN LYMPHOMA,965,9654/3,"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis"
BASE OF TONGUE,C019,HODGKIN LYMPHOMA,965,9655/3,"Hodgkin lymphoma, lymphocyt. deplet., reticular"
BASE OF TONGUE,C019,HODGKIN LYMPHOMA,965,9659/3,"Hodgkin lymph., nodular lymphocyte predom."
BASE OF TONGUE,C019,"HODGKIN LYMPHOMA, NOD. SCLER.",966,9661/3,Hodgkin granuloma [obs]
BASE OF TONGUE,C019,"HODGKIN LYMPHOMA, NOD. SCLER.",966,9662/3,Hodgkin sarcoma [obs]
BASE OF TONGUE,C019,"HODGKIN LYMPHOMA, NOD. SCLER.",966,9663/3,"Hodgkin lymphoma, nodular sclerosis, NOS"
BASE OF TONGUE,C019,"HODGKIN LYMPHOMA, NOD. SCLER.",966,9664/3,"Hodgkin lymphoma, nod. scler., cellular phase"
BASE OF TONGUE,C019,"HODGKIN LYMPHOMA, NOD. SCLER.",966,9665/3,"Hodgkin lymphoma, nod. scler., grade 1"
BASE OF TONGUE,C019,"HODGKIN LYMPHOMA, NOD. SCLER.",966,9667/3,"Hodgkin lymphoma, nod. scler., grade 2"
BASE OF TONGUE,C019,"ML, SMALL B-CELL LYMPHOCYTIC",967,9670/3,"ML, small B lymphocytic, NOS"
BASE OF TONGUE,C019,"ML, SMALL B-CELL LYMPHOCYTIC",967,9671/3,"ML, lymphoplasmacytic"
BASE OF TONGUE,C019,"ML, SMALL B-CELL LYMPHOCYTIC",967,9673/3,Mantle cell lymphoma
BASE OF TONGUE,C019,"ML, SMALL B-CELL LYMPHOCYTIC",967,9675/3,"ML, mixed sm. and lg. cell, diffuse"
BASE OF TONGUE,C019,"ML, LARGE B-CELL, DIFFUSE",968,9680/3,"ML, large B-cell, diffuse"
BASE OF TONGUE,C019,"ML, LARGE B-CELL, DIFFUSE",968,9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS"
BASE OF TONGUE,C019,"ML, LARGE B-CELL, DIFFUSE",968,9687/3,"Burkitt lymphoma, NOS"
BASE OF TONGUE,C019,"ML, LARGE B-CELL, DIFFUSE",968,9688/3,T-cell histiocyte rich large B-cell lymphoma
BASE OF TONGUE,C019,"FOLLIC. & MARGINAL LYMPH, NOS",969,9690/3,"Follicular lymphoma, NOS"
BASE OF TONGUE,C019,"FOLLIC. & MARGINAL LYMPH, NOS",969,9691/3,"Follicular lymphoma, grade 2"
BASE OF TONGUE,C019,"FOLLIC. & MARGINAL LYMPH, NOS",969,9695/3,"Follicular lymphoma, grade 1"
BASE OF TONGUE,C019,"FOLLIC. & MARGINAL LYMPH, NOS",969,9698/3,"Follicular lymphoma, grade 3"
BASE OF TONGUE,C019,"FOLLIC. & MARGINAL LYMPH, NOS",969,9699/3,"Marginal zone B-cell lymphoma, NOS"
BASE OF TONGUE,C019,T-CELL LYMPHOMAS,970,9701/3,Sezary syndrome
BASE OF TONGUE,C019,T-CELL LYMPHOMAS,970,9702/3,"Mature T-cell lymphoma, NOS"
BASE OF TONGUE,C019,T-CELL LYMPHOMAS,970,9705/3,Angioimmunoblastic T-cell lymphoma
BASE OF TONGUE,C019,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9712/3,Intravascular large B-cell lymphoma
BASE OF TONGUE,C019,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type"
BASE OF TONGUE,C019,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9715/3,"Anaplastic large cell lymphoma, ALK negative"
BASE OF TONGUE,C019,OTHER SPEC. NON-HODGKIN LYMPHOMA,971,9719/3,"NK/T-cell lymphoma, nasal and nasal-type"
BASE OF TONGUE,C019,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood
BASE OF TONGUE,C019,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9727/3,"Precursor cell lymphoblastic lymphoma, NOS"
BASE OF TONGUE,C019,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9728/3,Precursor B-cell lymphoblastic lymphoma
BASE OF TONGUE,C019,PRECURS. CELL LYMPHOBLASTIC LYMPH.,972,9729/3,Precursor T-cell lymphoblastic lymphoma
BASE OF TONGUE,C019,PLASMA CELL TUMORS,973,9731/3,"Plasmacytoma, NOS"
BASE OF TONGUE,C019,PLASMA CELL TUMORS,973,9734/3,"Plasmacytoma, extramedullary"
BASE OF TONGUE,C019,PLASMA CELL TUMORS,973,9735/3,Plasmablastic lymphoma
BASE OF TONGUE,C019,PLASMA CELL TUMORS,973,9737/3,ALK positive large B-cell lymphoma
BASE OF TONGUE,C019,PLASMA CELL TUMORS,973,9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ
BASE OF TONGUE,C019,MAST CELL TUMORS,974,9740/3,Mast cell sarcoma
BASE OF TONGUE,C019,MAST CELL TUMORS,974,9741/3,Malignant mastocytosis
BASE OF TONGUE,C019,MAST CELL TUMORS,974,9749/3,Erdhiem-Chester Disease
BASE OF TONGUE,C019,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9750/3,Malignant histiocytosis
BASE OF TONGUE,C019,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9751/3,"Langerhans cell histiocytosis, NOS"
BASE OF TONGUE,C019,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9754/3,"Langerhans cell histiocytosis, disseminated"
BASE OF TONGUE,C019,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9755/3,Histiocytic sarcoma
BASE OF TONGUE,C019,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9756/3,Langerhans cell sarcoma
BASE OF TONGUE,C019,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9757/3,Interdigitating dendritic cell sarcoma
BASE OF TONGUE,C019,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9758/3,Follicular dendritic cell sarcoma
BASE OF TONGUE,C019,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,975,9759/3,Fibroblastic reticular cell tumor
BASE OF TONGUE,C019,IMMUNOPROLIFERATIVE DISEASES,976,9766/3,"Lymphomatoid granulomatosis, grade 3"
BASE OF TONGUE,C019,PRECURSOR LYMPHOID NEOPLASMS,981,9811/3,"B lymphoblastic leukemia/lymphoma, NOS"
BASE OF TONGUE,C019,PRECURSOR LYMPHOID NEOPLASMS,981,9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1
BASE OF TONGUE,C019,PRECURSOR LYMPHOID NEOPLASMS,981,9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged
BASE OF TONGUE,C019,PRECURSOR LYMPHOID NEOPLASMS,981,9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)
BASE OF TONGUE,C019,PRECURSOR LYMPHOID NEOPLASMS,981,9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy
BASE OF TONGUE,C019,PRECURSOR LYMPHOID NEOPLASMS,981,9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)
BASE OF TONGUE,C019,PRECURSOR LYMPHOID NEOPLASMS,981,9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH
BASE OF TONGUE,C019,PRECURSOR LYMPHOID NEOPLASMS,981,9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)
BASE OF TONGUE,C019,PRECURSOR LYMPHOID NEOPLASMS,981,9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like"
BASE OF TONGUE,C019,"LYMPHOID LEUKEMIA, NOS",982,9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma
BASE OF TONGUE,C019,PROLYMPH/PRECURS LEUKEMIA,983,9831/3,T-cell large granular lymphocytic leukemia
BASE OF TONGUE,C019,PROLYMPH/PRECURS LEUKEMIA,983,9837/3,T lymphoblastic leukemia/lymphoma
BASE OF TONGUE,C019,CHRONIC MYELOPROLIFERATIVE DIS.,996,9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement
BASE OF TONGUE,C019,CHRONIC MYELOPROLIFERATIVE DIS.,996,9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities
BASE OF TONGUE,C019,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,997,9971/3,Polymorphic PTLD
BASE OF TONGUE,C019,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,997,9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",NEOPLASM,800,8000/3,"Neoplasm, malignant"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",NEOPLASM,800,8001/3,"Tumor cells, malignant"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",NEOPLASM,800,8002/3,"Malignant tumor, small cell type"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",NEOPLASM,800,8003/3,"Malignant tumor, giant cell type"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",NEOPLASM,800,8004/3,"Malignant tumor, spindle cell type"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",NEOPLASM,800,8005/3,"Malignant tumor, clear cell type"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","CARCINOMA, NOS",801,8010/2,"Carcinoma in situ, NOS"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","CARCINOMA, NOS",801,8010/3,"Carcinoma, NOS"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","CARCINOMA, NOS",801,8011/3,"Epithelioma, malignant"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","CARCINOMA, NOS",801,8012/3,"Large cell carcinoma, NOS"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","CARCINOMA, NOS",801,8013/3,Large cell neuroendocrine carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","CARCINOMA, NOS",801,8014/3,Large cell carcinoma with rhabdoid phenotype
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","CARCINOMA, NOS",801,8015/3,Glassy cell carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","CARCINOMA, UNDIFF., NOS",802,8020/3,"Carcinoma, undifferentiated type, NOS"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","CARCINOMA, UNDIFF., NOS",802,8021/3,"Carcinoma, anaplastic type, NOS"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","CARCINOMA, UNDIFF., NOS",802,8022/3,Pleomorphic carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",GIANT & SPINDLE CELL CARCINOMA,803,8030/3,Giant cell and spindle cell carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",GIANT & SPINDLE CELL CARCINOMA,803,8031/3,Giant cell carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",GIANT & SPINDLE CELL CARCINOMA,803,8032/3,Spindle cell carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",GIANT & SPINDLE CELL CARCINOMA,803,8033/3,Pseudosarcomatous carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",GIANT & SPINDLE CELL CARCINOMA,803,8034/3,Polygonal cell carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",GIANT & SPINDLE CELL CARCINOMA,803,8035/3,Carcinoma with osteoclast-like giant cells
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","PAPILLARY CARCINOMA, NOS",805,8050/2,Papillary carcinoma in situ
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","PAPILLARY CARCINOMA, NOS",805,8050/3,"Papillary carcinoma, NOS"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","PAPILLARY CARCINOMA, NOS",805,8051/3,"Verrucous carcinoma, NOS"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","PAPILLARY CARCINOMA, NOS",805,8052/2,"Papillary squamous cell carcinoma, non-invasive"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","PAPILLARY CARCINOMA, NOS",805,8052/3,Papillary squamous cell carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","SQUAMOUS CELL CARCINOMA, NOS",807,8070/2,"Squamous cell carcinoma in situ, NOS"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","SQUAMOUS CELL CARCINOMA, NOS",807,8070/3,"Squamous cell carcinoma, NOS"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","SQUAMOUS CELL CARCINOMA, NOS",807,8071/3,"Sq. cell carcinoma, keratinizing, NOS"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","SQUAMOUS CELL CARCINOMA, NOS",807,8072/3,"Sq. cell carcinoma, lg. cell, non-ker."
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","SQUAMOUS CELL CARCINOMA, NOS",807,8073/3,"Sq. cell carcinoma, sm. cell, non-ker."
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","SQUAMOUS CELL CARCINOMA, NOS",807,8074/3,"Sq. cell carcinoma, spindle cell"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","SQUAMOUS CELL CARCINOMA, NOS",807,8075/3,"Squamous cell carcinoma, adenoid"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","SQUAMOUS CELL CARCINOMA, NOS",807,8076/2,Sq. cell carc. in situ with question. stromal invas.
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","SQUAMOUS CELL CARCINOMA, NOS",807,8076/3,"Sq. cell carcinoma, micro-invasive"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","SQUAMOUS CELL CARCINOMA, NOS",807,8078/3,Squamous cell carcinoma with horn formation
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",LYMPHOEPITHELIAL CARCINOMA,808,8081/2,Bowen disease
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",LYMPHOEPITHELIAL CARCINOMA,808,8082/3,Lymphoepithelial carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",LYMPHOEPITHELIAL CARCINOMA,808,8083/3,Basaloid squamous cell carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",LYMPHOEPITHELIAL CARCINOMA,808,8084/3,"Squamous cell carcinoma, clear cell type"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","ADENOCARCINOMA, NOS",814,8140/2,Adenocarcinoma in situ
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","ADENOCARCINOMA, NOS",814,8140/3,"Adenocarcinoma, NOS"
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","ADENOCARCINOMA, NOS",814,8141/3,Scirrhous adenocarcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","ADENOCARCINOMA, NOS",814,8143/3,Superficial spreading adenocarcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069","ADENOCARCINOMA, NOS",814,8147/3,Basal cell adenocarcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",ADENOID CYSTIC & CRIBRIFORM CA.,820,8200/3,Adenoid cystic carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",ADENOID CYSTIC & CRIBRIFORM CA.,820,8201/2,Cribriform carcinoma in situ
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",ADENOID CYSTIC & CRIBRIFORM CA.,820,8201/3,Cribriform carcinoma
"GUM, FLOOR OF MOUTH, & OTHER MOUTH","C030-C031,C039-C041,C048-C052,C058-C062,C068-C069",BRONCHIOLO-ALVEOLAR ADENOCA.,825,8255/3,Adenocarcinoma with mixed subtypes
