Category Key,Category Name,Group Key,Group Name,Description
diagnosis,Diagnosis ICD-10,A56.3,A56.3,Chlamydial infection of anus and rectum
diagnosis,Diagnosis ICD-10,A56.4,A56.4,Chlamydial infection of pharynx
diagnosis,Diagnosis ICD-10,A56.8,A56.8,Sexually transmitted chlamydial infection of other sites
diagnosis,Diagnosis ICD-10,A56,A56,Other sexually transmitted chlamydial diseases
diagnosis,Diagnosis ICD-10,A57,A57,Chancroid
diagnosis,Diagnosis ICD-10,A58,A58,Granuloma inguinale
diagnosis,Diagnosis ICD-10,A59.%,A59.%,Trichomoniasis
diagnosis,Diagnosis ICD-10,A59.0,A59.0,Urogenital trichomoniasis
diagnosis,Diagnosis ICD-10,A59.8,A59.8,Trichomoniasis of other sites
diagnosis,Diagnosis ICD-10,A59.9,A59.9,"Trichomoniasis, unspecified"
diagnosis,Diagnosis ICD-10,A59,A59,Trichomoniasis
diagnosis,Diagnosis ICD-10,A60.%,A60.%,Anogenital herpesviral [herpes simplex] infection
diagnosis,Diagnosis ICD-10,A60.0,A60.0,Herpesviral infection of genitalia and urogenital tract
diagnosis,Diagnosis ICD-10,A60.1,A60.1,Herpesviral infection of perianal skin and rectum
diagnosis,Diagnosis ICD-10,A60.9,A60.9,"Anogenital herpesviral infection, unspecified"
diagnosis,Diagnosis ICD-10,A60,A60,Anogenital herpesviral [herpes simplex] infection
diagnosis,Diagnosis ICD-10,A63.%,A63.%,"Other predominantly sexually transmitted diseases, not elsewhere classified"
diagnosis,Diagnosis ICD-10,A63.0,A63.0,Anogenital (venereal) warts
diagnosis,Diagnosis ICD-10,A63.8,A63.8,Other specified predominantly sexually transmitted diseases
diagnosis,Diagnosis ICD-10,A63,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified"
diagnosis,Diagnosis ICD-10,A64,A64,Unspecified sexually transmitted disease
diagnosis,Diagnosis ICD-10,A65,A65,Nonvenereal syphilis
diagnosis,Diagnosis ICD-10,A66.%,A66.%,Yaws
diagnosis,Diagnosis ICD-10,A66.0,A66.0,Initial lesions of yaws
diagnosis,Diagnosis ICD-10,A66.1,A66.1,Multiple papillomata and wet crab yaws
diagnosis,Diagnosis ICD-10,A66.2,A66.2,Other early skin lesions of yaws
diagnosis,Diagnosis ICD-10,A66.3,A66.3,Hyperkeratosis of yaws
diagnosis,Diagnosis ICD-10,A66.4,A66.4,Gummata and ulcers of yaws
diagnosis,Diagnosis ICD-10,A66.5,A66.5,Gangosa
diagnosis,Diagnosis ICD-10,A66.6,A66.6,Bone and joint lesions of yaws
diagnosis,Diagnosis ICD-10,A66.7,A66.7,Other manifestations of yaws
diagnosis,Diagnosis ICD-10,A66.8,A66.8,Latent yaws
diagnosis,Diagnosis ICD-10,A66.9,A66.9,"Yaws, unspecified"
diagnosis,Diagnosis ICD-10,A66,A66,Yaws
diagnosis,Diagnosis ICD-10,A67.%,A67.%,Pinta [carate]
diagnosis,Diagnosis ICD-10,A67.0,A67.0,Primary lesions of pinta
diagnosis,Diagnosis ICD-10,A67.1,A67.1,Intermediate lesions of pinta
diagnosis,Diagnosis ICD-10,A67.2,A67.2,Late lesions of pinta
diagnosis,Diagnosis ICD-10,A67.3,A67.3,Mixed lesions of pinta
diagnosis,Diagnosis ICD-10,A67.9,A67.9,"Pinta, unspecified"
diagnosis,Diagnosis ICD-10,A67,A67,Pinta [carate]
diagnosis,Diagnosis ICD-10,A68.%,A68.%,Relapsing fevers
diagnosis,Diagnosis ICD-10,A68.0,A68.0,Louse-borne relapsing fever
diagnosis,Diagnosis ICD-10,A68.1,A68.1,Tick-borne relapsing fever
diagnosis,Diagnosis ICD-10,A68.9,A68.9,"Relapsing fever, unspecified"
diagnosis,Diagnosis ICD-10,A68,A68,Relapsing fevers
diagnosis,Diagnosis ICD-10,A69.%,A69.%,Other spirochaetal infections
diagnosis,Diagnosis ICD-10,A69.0,A69.0,Necrotizing ulcerative stomatitis
diagnosis,Diagnosis ICD-10,A69.1,A69.1,Other Vincent infections
diagnosis,Diagnosis ICD-10,A69.2,A69.2,Lyme disease
diagnosis,Diagnosis ICD-10,A69.8,A69.8,Other specified spirochaetal infections
diagnosis,Diagnosis ICD-10,A69.9,A69.9,"Spirochaetal infection, unspecified"
diagnosis,Diagnosis ICD-10,A69,A69,Other spirochaetal infections
diagnosis,Diagnosis ICD-10,A70,A70,Chlamydia psittaci infection
diagnosis,Diagnosis ICD-10,A71.%,A71.%,Trachoma
diagnosis,Diagnosis ICD-10,A71.0,A71.0,Initial stage of trachoma
diagnosis,Diagnosis ICD-10,A71.1,A71.1,Active stage of trachoma
diagnosis,Diagnosis ICD-10,A71.9,A71.9,"Trachoma, unspecified"
diagnosis,Diagnosis ICD-10,A71,A71,Trachoma
diagnosis,Diagnosis ICD-10,A74.%,A74.%,Other diseases caused by chlamydiae
diagnosis,Diagnosis ICD-10,A74.8,A74.8,Other chlamydial diseases
diagnosis,Diagnosis ICD-10,A74.9,A74.9,"Chlamydial infection, unspecified"
diagnosis,Diagnosis ICD-10,A74,A74,Other diseases caused by chlamydiae
diagnosis,Diagnosis ICD-10,A75.%,A75.%,Typhus fever
diagnosis,Diagnosis ICD-10,A75.0,A75.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
diagnosis,Diagnosis ICD-10,A75.1,A75.1,Recrudescent typhus [Brill disease]
diagnosis,Diagnosis ICD-10,A75.2,A75.2,Typhus fever due to Rickettsia typhi
diagnosis,Diagnosis ICD-10,A75.3,A75.3,Typhus fever due to Rickettsia tsutsugamushi
diagnosis,Diagnosis ICD-10,A75.9,A75.9,"Typhus fever, unspecified"
diagnosis,Diagnosis ICD-10,A75,A75,Typhus fever
diagnosis,Diagnosis ICD-10,A77.%,A77.%,Spotted fever [tick-borne rickettsioses]
diagnosis,Diagnosis ICD-10,A77.0,A77.0,Spotted fever due to Rickettsia rickettsii
diagnosis,Diagnosis ICD-10,A77.1,A77.1,Spotted fever due to Rickettsia conorii
diagnosis,Diagnosis ICD-10,A77.2,A77.2,Spotted fever due to Rickettsia sibirica
diagnosis,Diagnosis ICD-10,A77.3,A77.3,Spotted fever due to Rickettsia australis
diagnosis,Diagnosis ICD-10,A77.8,A77.8,Other spotted fevers
diagnosis,Diagnosis ICD-10,A77.9,A77.9,"Spotted fever, unspecified"
diagnosis,Diagnosis ICD-10,A77,A77,Spotted fever [tick-borne rickettsioses]
diagnosis,Diagnosis ICD-10,A78,A78,Q fever
diagnosis,Diagnosis ICD-10,A79.%,A79.%,Other rickettsioses
diagnosis,Diagnosis ICD-10,A79.0,A79.0,Trench fever
diagnosis,Diagnosis ICD-10,A79.1,A79.1,Rickettsialpox due to Rickettsia akari
diagnosis,Diagnosis ICD-10,A79.8,A79.8,Other specified rickettsioses
diagnosis,Diagnosis ICD-10,A79.9,A79.9,"Rickettsiosis, unspecified"
diagnosis,Diagnosis ICD-10,A79,A79,Other rickettsioses
diagnosis,Diagnosis ICD-10,A80.%,A80.%,Acute poliomyelitis
diagnosis,Diagnosis ICD-10,A80.0,A80.0,"Acute paralytic poliomyelitis, vaccine-associated"
diagnosis,Diagnosis ICD-10,A80.1,A80.1,"Acute paralytic poliomyelitis, wild virus, imported"
diagnosis,Diagnosis ICD-10,A80.2,A80.2,"Acute paralytic poliomyelitis, wild virus, indigenous"
diagnosis,Diagnosis ICD-10,A80.3,A80.3,"Acute paralytic poliomyelitis, other and unspecified"
diagnosis,Diagnosis ICD-10,A80.4,A80.4,Acute nonparalytic poliomyelitis
diagnosis,Diagnosis ICD-10,A80.9,A80.9,"Acute poliomyelitis, unspecified"
diagnosis,Diagnosis ICD-10,A80,A80,Acute poliomyelitis
diagnosis,Diagnosis ICD-10,A81.%,A81.%,Atypical virus infections of central nervous system
diagnosis,Diagnosis ICD-10,A81.0,A81.0,Creutzfeldt-Jakob disease
diagnosis,Diagnosis ICD-10,A81.1,A81.1,Subacute sclerosing panencephalitis
diagnosis,Diagnosis ICD-10,A81.2,A81.2,Progressive multifocal leukoencephalopathy
diagnosis,Diagnosis ICD-10,A81.8,A81.8,Other atypical virus infections of central nervous system
diagnosis,Diagnosis ICD-10,A81.9,A81.9,"Atypical virus infection of central nervous system, unspecified"
diagnosis,Diagnosis ICD-10,A81,A81,Atypical virus infections of central nervous system
diagnosis,Diagnosis ICD-10,A82.%,A82.%,Rabies
diagnosis,Diagnosis ICD-10,A82.0,A82.0,Sylvatic rabies
diagnosis,Diagnosis ICD-10,A82.1,A82.1,Urban rabies
diagnosis,Diagnosis ICD-10,A82.9,A82.9,"Rabies, unspecified"
diagnosis,Diagnosis ICD-10,A82,A82,Rabies
diagnosis,Diagnosis ICD-10,A83.%,A83.%,Mosquito-borne viral encephalitis
diagnosis,Diagnosis ICD-10,A83.0,A83.0,Japanese encephalitis
diagnosis,Diagnosis ICD-10,A83.1,A83.1,Western equine encephalitis
diagnosis,Diagnosis ICD-10,A83.2,A83.2,Eastern equine encephalitis
diagnosis,Diagnosis ICD-10,A83.3,A83.3,St Louis encephalitis
diagnosis,Diagnosis ICD-10,A83.4,A83.4,Australian encephalitis
diagnosis,Diagnosis ICD-10,A83.5,A83.5,California encephalitis
diagnosis,Diagnosis ICD-10,A83.6,A83.6,Rocio virus disease
diagnosis,Diagnosis ICD-10,A83.8,A83.8,Other mosquito-borne viral encephalitis
diagnosis,Diagnosis ICD-10,A83.9,A83.9,"Mosquito-borne viral encephalitis, unspecified"
diagnosis,Diagnosis ICD-10,A83,A83,Mosquito-borne viral encephalitis
diagnosis,Diagnosis ICD-10,A84.%,A84.%,Tick-borne viral encephalitis
diagnosis,Diagnosis ICD-10,A84.0,A84.0,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
diagnosis,Diagnosis ICD-10,A84.1,A84.1,Central European tick-borne encephalitis
diagnosis,Diagnosis ICD-10,A84.8,A84.8,Other tick-borne viral encephalitis
diagnosis,Diagnosis ICD-10,A84.9,A84.9,"Tick-borne viral encephalitis, unspecified"
diagnosis,Diagnosis ICD-10,A84,A84,Tick-borne viral encephalitis
diagnosis,Diagnosis ICD-10,A85.%,A85.%,"Other viral encephalitis, not elsewhere classified"
diagnosis,Diagnosis ICD-10,A85.2,A85.2,"Arthropod-borne viral encephalitis, unspecified"
diagnosis,Diagnosis ICD-10,A85.8,A85.8,Other specified viral encephalitis
diagnosis,Diagnosis ICD-10,A85,A85,"Other viral encephalitis, not elsewhere classified"
diagnosis,Diagnosis ICD-10,A86,A86,Unspecified viral encephalitis
diagnosis,Diagnosis ICD-10,A87.%,A87.%,Viral meningitis
diagnosis,Diagnosis ICD-10,A87.2,A87.2,Lymphocytic choriomeningitis
diagnosis,Diagnosis ICD-10,A87.8,A87.8,Other viral meningitis
diagnosis,Diagnosis ICD-10,A87.9,A87.9,"Viral meningitis, unspecified"
diagnosis,Diagnosis ICD-10,A87,A87,Viral meningitis
diagnosis,Diagnosis ICD-10,A88.%,A88.%,"Other viral infections of central nervous system, not elsewhere classified"
diagnosis,Diagnosis ICD-10,A88.0,A88.0,Enteroviral exanthematous fever [Boston exanthem]
diagnosis,Diagnosis ICD-10,A88.1,A88.1,Epidemic vertigo
diagnosis,Diagnosis ICD-10,A88.8,A88.8,Other specified viral infections of central nervous system
diagnosis,Diagnosis ICD-10,A88,A88,"Other viral infections of central nervous system, not elsewhere classified"
diagnosis,Diagnosis ICD-10,A89,A89,Unspecified viral infection of central nervous system
diagnosis,Diagnosis ICD-10,A92.%,A92.%,Other mosquito-borne viral fevers
diagnosis,Diagnosis ICD-10,A92.0,A92.0,Chikungunya virus disease
diagnosis,Diagnosis ICD-10,A92.1,A92.1,O'nyong-nyong fever
diagnosis,Diagnosis ICD-10,A92.2,A92.2,Venezuelan equine fever
diagnosis,Diagnosis ICD-10,A92.3,A92.3,West Nile virus infection
diagnosis,Diagnosis ICD-10,A92.4,A92.4,Rift Valley fever
diagnosis,Diagnosis ICD-10,A92.5,A92.5,Zika virus disease
diagnosis,Diagnosis ICD-10,A92.8,A92.8,Other specified mosquito-borne viral fevers
diagnosis,Diagnosis ICD-10,A92.9,A92.9,"Mosquito-borne viral fever, unspecified"
diagnosis,Diagnosis ICD-10,A92,A92,Other mosquito-borne viral fevers
diagnosis,Diagnosis ICD-10,A93.%,A93.%,"Other arthropod-borne viral fevers, not elsewhere classified"
diagnosis,Diagnosis ICD-10,A93.0,A93.0,Oropouche virus disease
diagnosis,Diagnosis ICD-10,A93.1,A93.1,Sandfly fever
diagnosis,Diagnosis ICD-10,A93.2,A93.2,Colorado tick fever
diagnosis,Diagnosis ICD-10,A93.8,A93.8,Other specified arthropod-borne viral fevers
diagnosis,Diagnosis ICD-10,A93,A93,"Other arthropod-borne viral fevers, not elsewhere classified"
diagnosis,Diagnosis ICD-10,A94,A94,Unspecified arthropod-borne viral fever
diagnosis,Diagnosis ICD-10,A95.%,A95.%,Yellow fever
diagnosis,Diagnosis ICD-10,A95.0,A95.0,Sylvatic yellow fever
diagnosis,Diagnosis ICD-10,A95.1,A95.1,Urban yellow fever
diagnosis,Diagnosis ICD-10,A95.9,A95.9,"Yellow fever, unspecified"
diagnosis,Diagnosis ICD-10,A95,A95,Yellow fever
diagnosis,Diagnosis ICD-10,A96.%,A96.%,Arenaviral haemorrhagic fever
diagnosis,Diagnosis ICD-10,A96.0,A96.0,Junin haemorrhagic fever
diagnosis,Diagnosis ICD-10,A96.1,A96.1,Machupo haemorrhagic fever
diagnosis,Diagnosis ICD-10,A96.2,A96.2,Lassa fever
diagnosis,Diagnosis ICD-10,A96.8,A96.8,Other arenaviral haemorrhagic fevers
diagnosis,Diagnosis ICD-10,A96.9,A96.9,"Arenaviral haemorrhagic fever, unspecified"
diagnosis,Diagnosis ICD-10,A96,A96,Arenaviral haemorrhagic fever
diagnosis,Diagnosis ICD-10,A97.%,A97.%,Dengue
diagnosis,Diagnosis ICD-10,A97.0,A97.0,Dengue without warning signs
diagnosis,Diagnosis ICD-10,A97.1,A97.1,Dengue with warning signs
diagnosis,Diagnosis ICD-10,A97.2,A97.2,Severe Dengue
diagnosis,Diagnosis ICD-10,A97.9,A97.9,"Dengue, unspecified"
diagnosis,Diagnosis ICD-10,A97,A97,Dengue
diagnosis,Diagnosis ICD-10,A98.%,A98.%,"Other viral haemorrhagic fevers, not elsewhere classified"
diagnosis,Diagnosis ICD-10,A98.0,A98.0,Crimean-Congo haemorrhagic fever
diagnosis,Diagnosis ICD-10,A98.1,A98.1,Omsk haemorrhagic fever
diagnosis,Diagnosis ICD-10,A98.2,A98.2,Kyasanur Forest disease
diagnosis,Diagnosis ICD-10,A98.3,A98.3,Marburg virus disease
diagnosis,Diagnosis ICD-10,A98.4,A98.4,Ebola virus disease
diagnosis,Diagnosis ICD-10,A98.5,A98.5,Haemorrhagic fever with renal syndrome
diagnosis,Diagnosis ICD-10,A98.8,A98.8,Other specified viral haemorrhagic fevers
diagnosis,Diagnosis ICD-10,A98,A98,"Other viral haemorrhagic fevers, not elsewhere classified"
diagnosis,Diagnosis ICD-10,A99,A99,Unspecified viral haemorrhagic fever
diagnosis,Diagnosis ICD-10,B,B,All ICD10 Codes of B
diagnosis,Diagnosis ICD-10,B00.%,B00.%,Herpesviral [herpes simplex] infections
diagnosis,Diagnosis ICD-10,B00.0,B00.0,Eczema herpeticum
diagnosis,Diagnosis ICD-10,B00.1,B00.1,Herpesviral vesicular dermatitis
diagnosis,Diagnosis ICD-10,B00.2,B00.2,Herpesviral gingivostomatitis and pharyngotonsillitis
diagnosis,Diagnosis ICD-10,B00.5,B00.5,Herpesviral ocular disease
diagnosis,Diagnosis ICD-10,B00.7,B00.7,Disseminated herpesviral disease
diagnosis,Diagnosis ICD-10,B00.8,B00.8,Other forms of herpesviral infection
diagnosis,Diagnosis ICD-10,B00.9,B00.9,"Herpesviral infection, unspecified"
diagnosis,Diagnosis ICD-10,B00,B00,Herpesviral [herpes simplex] infections
diagnosis,Diagnosis ICD-10,B01.%,B01.%,Varicella [chickenpox]
diagnosis,Diagnosis ICD-10,B01.8,B01.8,Varicella with other complications
diagnosis,Diagnosis ICD-10,B01.9,B01.9,Varicella without complication
diagnosis,Diagnosis ICD-10,B01,B01,Varicella [chickenpox]
diagnosis,Diagnosis ICD-10,B02.%,B02.%,Zoster [herpes zoster]
diagnosis,Diagnosis ICD-10,B02.3,B02.3,Zoster ocular disease
diagnosis,Diagnosis ICD-10,B02.7,B02.7,Disseminated zoster
diagnosis,Diagnosis ICD-10,B02.8,B02.8,Zoster with other complications
diagnosis,Diagnosis ICD-10,B02.9,B02.9,Zoster without complication
diagnosis,Diagnosis ICD-10,B02,B02,Zoster [herpes zoster]
diagnosis,Diagnosis ICD-10,B03,B03,Smallpox
diagnosis,Diagnosis ICD-10,B04,B04,Monkeypox
diagnosis,Diagnosis ICD-10,B05.%,B05.%,Measles
diagnosis,Diagnosis ICD-10,B05.4,B05.4,Measles with intestinal complications
diagnosis,Diagnosis ICD-10,B05.8,B05.8,Measles with other complications
diagnosis,Diagnosis ICD-10,B05.9,B05.9,Measles without complication
diagnosis,Diagnosis ICD-10,B05,B05,Measles
diagnosis,Diagnosis ICD-10,B06.%,B06.%,Rubella [German measles]
diagnosis,Diagnosis ICD-10,B06.8,B06.8,Rubella with other complications
diagnosis,Diagnosis ICD-10,B06.9,B06.9,Rubella without complication
diagnosis,Diagnosis ICD-10,B06,B06,Rubella [German measles]
diagnosis,Diagnosis ICD-10,B07,B07,Viral warts
diagnosis,Diagnosis ICD-10,B08.%,B08.%,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
diagnosis,Diagnosis ICD-10,B08.0,B08.0,Other orthopoxvirus infections
diagnosis,Diagnosis ICD-10,B08.1,B08.1,Molluscum contagiosum
diagnosis,Diagnosis ICD-10,B08.2,B08.2,Exanthema subitum [sixth disease]
diagnosis,Diagnosis ICD-10,B08.3,B08.3,Erythema infectiosum [fifth disease]
diagnosis,Diagnosis ICD-10,B08.4,B08.4,Enteroviral vesicular stomatitis with exanthem
diagnosis,Diagnosis ICD-10,B08.5,B08.5,Enteroviral vesicular pharyngitis
diagnosis,Diagnosis ICD-10,B08.8,B08.8,Other specified viral infections characterized by skin and mucous membrane lesions
diagnosis,Diagnosis ICD-10,B08,B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
diagnosis,Diagnosis ICD-10,B09,B09,Unspecified viral infection characterized by skin and mucous membrane lesions
diagnosis,Diagnosis ICD-10,B15.%,B15.%,Acute hepatitis A
diagnosis,Diagnosis ICD-10,B15.0,B15.0,Hepatitis A with hepatic coma
diagnosis,Diagnosis ICD-10,B15.9,B15.9,Hepatitis A without hepatic coma
diagnosis,Diagnosis ICD-10,B15,B15,Acute hepatitis A
diagnosis,Diagnosis ICD-10,B16.%,B16.%,Acute hepatitis B
diagnosis,Diagnosis ICD-10,B16.0,B16.0,Acute hepatitis B with delta-agent (coinfection) with hepatic coma
diagnosis,Diagnosis ICD-10,B16.1,B16.1,Acute hepatitis B with delta-agent (coinfection) without hepatic coma
diagnosis,Diagnosis ICD-10,B16.2,B16.2,Acute hepatitis B without delta-agent with hepatic coma
diagnosis,Diagnosis ICD-10,B16.9,B16.9,Acute hepatitis B without delta-agent and without hepatic coma
diagnosis,Diagnosis ICD-10,B16,B16,Acute hepatitis B
diagnosis,Diagnosis ICD-10,B17.%,B17.%,Other acute viral hepatitis
diagnosis,Diagnosis ICD-10,B17.0,B17.0,Acute delta-(super)infection in chronic hepatitis B
diagnosis,Diagnosis ICD-10,B17.1,B17.1,Acute hepatitis C
diagnosis,Diagnosis ICD-10,B17.2,B17.2,Acute hepatitis E
diagnosis,Diagnosis ICD-10,B17.8,B17.8,Other specified acute viral hepatitis
diagnosis,Diagnosis ICD-10,B17.9,B17.9,"Acute viral hepatitis, unspecified"
diagnosis,Diagnosis ICD-10,B17,B17,Other acute viral hepatitis
diagnosis,Diagnosis ICD-10,B18.%,B18.%,Chronic viral hepatitis
diagnosis,Diagnosis ICD-10,B18.0,B18.0,Chronic viral hepatitis B with delta-agent
diagnosis,Diagnosis ICD-10,B18.1,B18.1,Chronic viral hepatitis B without delta-agent
diagnosis,Diagnosis ICD-10,B18.19,B18.19,Chronic viral hepatitis B without delta-agent : other and unspecified phase
diagnosis,Diagnosis ICD-10,B18.2,B18.2,Chronic viral hepatitis C
diagnosis,Diagnosis ICD-10,B18.8,B18.8,Other chronic viral hepatitis
diagnosis,Diagnosis ICD-10,B18.9,B18.9,"Chronic viral hepatitis, unspecified"
diagnosis,Diagnosis ICD-10,B18,B18,Chronic viral hepatitis
diagnosis,Diagnosis ICD-10,B19.%,B19.%,Unspecified viral hepatitis
diagnosis,Diagnosis ICD-10,B19.0,B19.0,Unspecified viral hepatitis with hepatic coma
diagnosis,Diagnosis ICD-10,B19.9,B19.9,Unspecified viral hepatitis without hepatic coma
diagnosis,Diagnosis ICD-10,B19,B19,Unspecified viral hepatitis
diagnosis,Diagnosis ICD-10,B20,B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
diagnosis,Diagnosis ICD-10,B21,B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
diagnosis,Diagnosis ICD-10,B22,B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases
diagnosis,Diagnosis ICD-10,B23.%,B23.%,Human immunodeficiency virus [HIV] disease resulting in other conditions
diagnosis,Diagnosis ICD-10,B23.0,B23.0,Acute HIV infection syndrome
diagnosis,Diagnosis ICD-10,B23.8,B23.8,HIV disease resulting in other specified conditions
diagnosis,Diagnosis ICD-10,B23,B23,Human immunodeficiency virus [HIV] disease resulting in other conditions
diagnosis,Diagnosis ICD-10,B24,B24,Unspecified human immunodeficiency virus [HIV] disease
diagnosis,Diagnosis ICD-10,B25.%,B25.%,Cytomegaloviral disease
diagnosis,Diagnosis ICD-10,B25.8,B25.8,Other cytomegaloviral diseases
diagnosis,Diagnosis ICD-10,B25.9,B25.9,"Cytomegaloviral disease, unspecified"
diagnosis,Diagnosis ICD-10,B25,B25,Cytomegaloviral disease
diagnosis,Diagnosis ICD-10,B26.%,B26.%,Mumps
diagnosis,Diagnosis ICD-10,B26.8,B26.8,Mumps with other complications
diagnosis,Diagnosis ICD-10,B26.9,B26.9,Mumps without complication
diagnosis,Diagnosis ICD-10,B26,B26,Mumps
diagnosis,Diagnosis ICD-10,B27.%,B27.%,Infectious mononucleosis
diagnosis,Diagnosis ICD-10,B27.0,B27.0,Gammaherpesviral mononucleosis
diagnosis,Diagnosis ICD-10,B27.1,B27.1,Cytomegaloviral mononucleosis
diagnosis,Diagnosis ICD-10,B27.8,B27.8,Other infectious mononucleosis
diagnosis,Diagnosis ICD-10,B27.9,B27.9,"Infectious mononucleosis, unspecified"
diagnosis,Diagnosis ICD-10,B27,B27,Infectious mononucleosis
diagnosis,Diagnosis ICD-10,B30.%,B30.%,Viral conjunctivitis
diagnosis,Diagnosis ICD-10,B30.2,B30.2,Viral pharyngoconjunctivitis
diagnosis,Diagnosis ICD-10,B30.9,B30.9,"Viral conjunctivitis, unspecified"
diagnosis,Diagnosis ICD-10,B30,B30,Viral conjunctivitis
diagnosis,Diagnosis ICD-10,B33.%,B33.%,"Other viral diseases, not elsewhere classified"
diagnosis,Diagnosis ICD-10,B33.0,B33.0,Epidemic myalgia
diagnosis,Diagnosis ICD-10,B33.1,B33.1,Ross River disease
diagnosis,Diagnosis ICD-10,B33.2,B33.2,Viral carditis
diagnosis,Diagnosis ICD-10,B33.3,B33.3,"Retrovirus infections, not elsewhere classified"
diagnosis,Diagnosis ICD-10,B33.8,B33.8,Other specified viral diseases
diagnosis,Diagnosis ICD-10,B33,B33,"Other viral diseases, not elsewhere classified"
diagnosis,Diagnosis ICD-10,B34.%,B34.%,Viral infection of unspecified site
diagnosis,Diagnosis ICD-10,B34.0,B34.0,"Adenovirus infection, unspecified site"
diagnosis,Diagnosis ICD-10,B34.1,B34.1,"Enterovirus infection, unspecified site"
diagnosis,Diagnosis ICD-10,B34.2,B34.2,"Coronavirus infection, unspecified site"
diagnosis,Diagnosis ICD-10,B34.3,B34.3,"Parvovirus infection, unspecified site"
diagnosis,Diagnosis ICD-10,B34.4,B34.4,"Papovavirus infection, unspecified site"
diagnosis,Diagnosis ICD-10,B34.8,B34.8,Other viral infections of unspecified site
